Date,VIX,Gold
2019-10-03,19.12,141.9
2019-10-04,17.04,141.9
2019-10-07,17.86,140.69
2019-10-08,20.28,141.92
2019-10-09,18.64,142.05
2019-10-10,17.57,140.81
2019-10-11,15.58,140.03
2019-10-14,14.57,140.59
2019-10-15,13.54,139.61
2019-10-16,13.68,140.41
2019-10-17,13.79,140.61
2019-10-18,14.25,140.46
2019-10-21,14.0,139.79
2019-10-22,14.46,140.2
2019-10-23,14.01,140.53
2019-10-24,13.71,141.53
2019-10-25,12.65,141.86
2019-10-28,13.11,140.64
2019-10-29,13.2,140.25
2019-10-30,12.33,141.02
2019-11-01,12.3,142.56
2019-11-04,12.83,142.15
2019-11-05,13.1,139.85
2019-11-06,12.62,140.45
2019-11-07,12.73,138.27
2019-11-08,12.07,137.39
2019-11-11,12.69,137.06
2019-11-12,12.68,137.43
2019-11-13,13.0,137.98
2019-11-14,13.05,138.56
2019-11-15,12.05,138.21
2019-11-18,12.46,138.62
2019-11-19,12.86,138.69
2019-11-20,12.78,138.76
2019-11-21,13.13,138.0
2019-11-22,12.34,137.74
2019-11-25,11.87,137.08
2019-11-26,11.54,137.74
2019-11-29,12.62,137.86
2019-12-02,14.91,137.79
2019-12-03,15.96,139.11
2019-12-04,14.8,138.92
2019-12-05,14.52,139.0
2019-12-06,13.62,137.62
2019-12-09,15.86,137.58
2019-12-10,15.68,137.97
2019-12-11,14.99,138.92
2019-12-12,13.94,138.43
2019-12-13,12.63,139.05
2019-12-16,12.14,139.04
2019-12-17,12.29,139.01
2019-12-18,12.58,139.02
2019-12-19,12.5,139.38
2019-12-20,12.51,139.52
2019-12-23,12.61,139.95
2019-12-26,12.65,142.38
2019-12-27,13.43,142.33
2019-12-30,14.82,142.63
2020-01-02,12.47,143.95
2020-01-03,14.02,145.86
2020-01-06,13.85,147.39
2020-01-07,13.79,147.97
2020-01-08,13.45,146.86
2020-01-09,12.54,146.03
2020-01-10,12.56,146.91
2020-01-13,12.32,145.82
2020-01-14,12.39,145.69
2020-01-15,12.42,146.54
2020-01-16,12.32,146.31
2020-01-17,12.1,146.58
2020-01-21,12.85,146.74
2020-01-22,12.91,146.79
2020-01-23,12.98,147.12
2020-01-24,14.56,147.98
2020-01-27,18.23,148.99
2020-01-28,16.28,147.66
2020-01-29,16.39,148.46
2020-01-30,15.49,148.47
2020-01-31,18.84,149.33
2020-02-03,17.97,148.36
2020-02-04,16.05,146.43
2020-02-05,15.15,146.61
2020-02-06,14.96,147.4
2020-02-07,15.47,147.79
2020-02-10,15.04,148.17
2020-02-11,15.18,147.66
2020-02-12,13.74,147.54
2020-02-13,14.15,148.38
2020-02-14,13.68,149.0
2020-02-18,14.83,150.91
2020-02-19,14.38,151.79
2020-02-20,15.56,152.41
2020-02-21,17.08,154.7
2020-02-24,25.03,156.09
2020-02-25,27.85,153.3
2020-02-26,27.56,153.97
2020-02-27,39.16,154.0
2020-02-28,40.11,148.38
2020-03-02,33.42,149.2
2020-03-03,36.82,153.89
2020-03-04,31.99,154.16
2020-03-05,39.62,157.49
2020-03-06,41.94,157.55
2020-03-09,54.46,157.81
2020-03-10,47.3,154.48
2020-03-11,53.9,153.93
2020-03-12,75.47,147.79
2020-03-13,57.83,143.28
2020-03-16,82.69,141.64
2020-03-17,75.91,143.56
2020-03-18,76.45,140.7
2020-03-19,72.0,138.04
2020-03-20,66.04,140.11
2020-03-23,61.59,146.3
2020-03-24,61.67,153.4
2020-03-25,63.95,151.3
2020-03-26,61.0,153.24
2020-03-27,65.54,152.25
2020-03-30,57.08,152.92
2020-03-31,53.54,148.05
2020-04-01,57.06,149.45
2020-04-02,50.91,151.9
2020-04-03,46.8,152.65
2020-04-06,45.24,156.88
2020-04-07,46.7,156.04
2020-04-08,43.35,154.65
2020-04-09,41.67,158.69
2020-04-13,41.17,161.41
2020-04-14,37.76,162.68
2020-04-15,40.84,161.85
2020-04-16,40.11,161.71
2020-04-17,38.15,158.57
2020-04-20,43.83,159.7
2020-04-21,45.41,158.61
2020-04-22,41.98,161.73
2020-04-23,41.38,163.34
2020-04-24,35.93,162.64
2020-04-27,33.29,161.56
2020-04-28,33.57,160.84
2020-04-29,31.23,161.73
2020-04-30,34.15,158.8
2020-05-01,37.19,159.78
2020-05-04,35.97,160.34
2020-05-05,33.61,161.02
2020-05-06,34.12,158.95
2020-05-07,31.44,161.39
2020-05-08,27.98,160.42
2020-05-11,27.57,159.42
2020-05-12,33.04,160.04
2020-05-13,35.28,161.58
2020-05-14,32.61,163.01
2020-05-15,31.89,163.93
2020-05-18,29.3,162.69
2020-05-19,30.53,164.26
2020-05-20,27.99,164.65
2020-05-21,29.53,162.25
2020-05-22,28.16,163.21
2020-05-26,28.01,160.89
2020-05-27,27.62,161.18
2020-05-28,28.59,161.72
2020-05-29,27.51,162.91
2020-06-01,28.23,163.66
2020-06-02,26.84,162.6
2020-06-03,25.66,159.6
2020-06-04,25.81,161.28
2020-06-05,24.52,158.01
2020-06-08,25.81,159.72
2020-06-09,27.57,161.26
2020-06-10,27.57,163.57
2020-06-11,40.79,162.39
2020-06-12,36.09,162.62
2020-06-15,34.4,162.33
2020-06-16,33.67,162.25
2020-06-17,33.47,162.56
2020-06-18,32.94,162.24
2020-06-19,35.12,164.03
2020-06-22,31.77,165.09
2020-06-23,31.37,166.48
2020-06-24,33.84,165.9
2020-06-25,32.22,165.8
2020-06-26,34.73,166.54
2020-06-29,31.78,166.63
2020-06-30,30.43,167.37
2020-07-01,28.62,166.62
2020-07-02,27.68,166.98
2020-07-06,27.94,167.98
2020-07-07,29.43,169.04
2020-07-08,28.08,170.09
2020-07-09,29.26,169.63
2020-07-10,27.29,169.19
2020-07-13,32.19,169.4
2020-07-14,29.52,170.19
2020-07-15,27.76,170.34
2020-07-16,28.0,168.73
2020-07-17,25.68,170.12
2020-07-20,24.46,170.94
2020-07-21,24.84,173.0
2020-07-22,24.32,175.63
2020-07-23,26.08,177.18
2020-07-24,25.84,178.7
2020-07-27,24.74,182.23
2020-07-28,25.44,183.75
2020-07-29,24.1,185.13
2020-07-30,24.76,183.76
2020-07-31,24.46,185.43
2020-08-03,24.28,185.64
2020-08-04,23.76,189.59
2020-08-05,22.99,191.35
2020-08-06,22.65,193.89
2020-08-07,22.21,190.81
2020-08-10,22.13,190.15
2020-08-11,24.03,179.94
2020-08-12,22.28,179.1
2020-08-13,22.13,183.33
2020-08-14,22.05,182.54
2020-08-17,21.35,186.5
2020-08-18,21.51,188.18
2020-08-19,22.54,182.24
2020-08-20,22.72,183.5
2020-08-21,22.54,182.03
2020-08-24,22.37,181.0
2020-08-25,22.03,181.22
2020-08-26,23.27,183.36
2020-08-27,24.47,181.24
2020-08-28,22.96,184.39
2020-08-31,26.41,184.83
2020-09-01,26.12,185.05
2020-09-02,26.57,182.62
2020-09-03,33.6,181.14
2020-09-04,30.75,181.64
2020-09-08,31.46,181.29
2020-09-09,28.81,183.05
2020-09-10,29.71,182.46
2020-09-11,26.87,182.45
2020-09-14,25.85,183.89
2020-09-15,25.59,183.45
2020-09-16,26.04,183.97
2020-09-17,26.46,182.96
2020-09-18,25.83,183.2
2020-09-21,27.78,179.52
2020-09-22,26.86,178.65
2020-09-23,28.58,174.79
2020-09-24,28.51,175.44
2020-09-25,26.38,174.94
2020-09-28,26.19,176.7
